Utterance,Service
"Certainly, please book it for 5 people and 5 nights starting from saturday. Please provide me with the reference number and thanks for you help.",1
"Certainly, please book it for 5 people and 5 nights starting from saturday. Please provide me with the reference number and thanks for you help.",0
"Well, I'm also looking for a restaurant called rice boat",0
I need to book a table for 5 at 13:30 on saturday,0
I need to book a table for 5 at 13:30 on saturday,1
I need to book a table for 5 at 13:30 on saturday,2
I want to book a taxi to commute between the two places,2
I want to commute between the two places.,2
I will be departing for the hotel.,2
"I'm sorry, I will be departing from the hotel to the restaurant. I don't mind what time it leaves as long as I get to the restaurant by 13:30.",2
"I'm sorry, I will be departing from the hotel to the restaurant. I don't mind what time it leaves as long as I get to the restaurant by 13:30.",0
"i'm looking for a place to stay, a guesthouse type, in a moderate price range please.",1
"Yes, I would like to stay in the West area of town and I would also like it to have a 3 star rating.",1
Can I get the phone number for them please?,1
I'm looking for entertainment attractions in the south.,2
Perhaps you can suggest an entertainment option and provide the phone number.,2
I'm going to need a taxi to get around. Can you help?,2
Yep and I'd like to leave around 15:00 please,2
Hi I'm looking for something to do for entertainment in the centre of Cambridge.,2
No. Don't try a different area. But what about a museum instead?,2
Yes. When you do. Please give me the number and the entrance fee.,2
"I also need to find a guesthouse that has 0 stars, I really need it to be in the north.",1
"I also need to find a guesthouse that has 0 stars, I really need it to be in the north.",2
"Yes, please book a room for 1 person for 4 nights beginning from tuesday",1
Thanks so much. Can you also help me with a taxi?,2
I'd like to leave castle galleries by 05:15.,2
Book me a taxi to vue cinema,2
I want to leave after 08:30 from la mimosa,2
"As I said, I will be leaving from La Minosa.",2
Is the mumford theatre still in operation?,2
yes. that will help alot,2
Please I am also looking for an expensive restaurant to dine at.,0
Do you have a European option?,0
I need this to be in the est please.,0
I'm sorry I meant to say west before. I am looking for a European place that is expensive in the west.,0
get me its post code,0
Can you book a taxi for me? I'd like to leave the restaurant by 03:00 and go to the theatre.,2
I need to find a place to stay in the east part of town with free parking.,1
I don't have a preferred price. I'm looking for any sort of guesthouse there and absolutely require wifi access.,1
"Yes, please book it for 5 people and 3 nights, starting from Monday.",1
I was wondering if you could point me in the direction of a local restaurant by the name of Wagamama.,0
I need to book it for 8 people at 13:30 on wednesday.,0
I need to book it for 8 people at 13:30 on wednesday.,2
Okay how about 12:30?,0
Yes I need you to confirm what time my reservation is and give me the reference number. I thought you said 13:30 originally didn't work. I'm getting confused.,0
Can you find me a train that departs from ely to Cambridge? I need to book a seat on the same day as my restaurant booking please.,2
"I'd like to arrive by 8:00, please.",2
The one that arrives at 7:52 is fine. I would like 8 tickets please. Can I get the reference number as well?,2
I'm looking for a boat to go to in town.,2
"No, your recommendation will suffice.",2
"Thank you , I am also looking for a restaurant that serves indian in the centre area.",0
"Yes, I need it for Saturday at 14:45, for three.",0
Can you please check for 13:45?,0
"Hi there, I'm trying to book a train ticket from Cambridge to Kings Lynn. Can you help me do this?",2
I would like to leave on Sunday and arrive by 20:00,2
"Yes, please make one for 3 people.",2
I am also looking for a place to dine. Can you locate a place in the east part of town and in a moderate price range?,0
"Ok, can you give me more information on the italian restaurant.",0
I am looking for a college in the west part of town to visit.,2
I think I would like to visit both Churchill and Magdalene Colleges. May I have their telephone numbers please?,2
My friend was there on business last month and said I absolutely had to try a restaurant called The Nirala. Can you tell me about it?,0
"Great, can you book me a table on Sunday at 18:30 for 6 people?",0
How about 17:30 instead?,0
How about 17:30 instead?,2
Great! I am also looking for a place to go on the west side of town. What would you recommend?,2
"That sounds interesting, what type of attraction is it?",2
Let's go with the whale of a time building. What;s the address and entrance fee?,2
please book it for me,2
Oh ok. Can I get a taxi from Whale of a Time to the Nirala. I want to get to the restaurant by 17:30.,2
Oh ok. Can I get a taxi from Whale of a Time to the Nirala. I want to get to the restaurant by 17:30.,0
Hi! Do you know anything about a restaurant called clowns cafe?,0
"Yes, please! For 1 at 11:00 on friday. Please include the reference number",0
Thanks! I also need a train to birmingham new street that leaves after 12:45.,2
Cambridge on saturday.,2
"Yes, can you book me one ticket please and give me the reference number.",2
I am coming to Cambridge on Wednesday and need to take a train. I would be departing from london liverpool street.,2
train needs to go to cambridge and should leave after 21:15,2
Can you book it for me?,2
I only need one ticket.,2
Thanks! I'm also wondering if there are any entertainment type attractions in the center of town.,2
"How about a college? Can you find one for me and provide me with the phone number, entrance fee, and address. Thank you.",2
Please find me a train to Cambridge. Make sure it leaves after 15:45,2
I'm departing from stansted airport.,2
Yes. Please book tickets for 8.,2
Perfect! I also have one more question. Can you tell me a little about a place called the Yippee Noodle Bar?,0
"Thanks, I would like to book a table for 8 on wednesday, please.",0
"Thanks, I would like to book a table for 8 on wednesday, please.",2
"20:15 on wednesday, thanks.",0
"20:15 on wednesday, thanks.",2
"What attractions do you have in town, preferably near the centre?",2
Can you recommend a college in the centre and tell me the entrance fee?,2
Which is your favorite? And what is its entrance fee?,2
I would like to book a taxi departing from Hotel du Vin and Bistro leaving after 22:30.,2
It will need to take me to sitar tandoori,2
Can you tell me what trains will be leaving from Cambridge on Wednesday?,2
I want a train to birmingham new street that leaves after 16:30.,2
"That would work! Could you tell me the Train ID, Arrival Time, and Price?",2
I would like the reference number for the train and am also seeking a cheap restaurant that serves North African food.,0
I would like the reference number for the train and am also seeking a cheap restaurant that serves North African food.,2
