Utterance,Intent
I am also looking for a place to dine. Can you locate a place in the east part of town and in a moderate price range?,3
"Ok, can you give me more information on the italian restaurant.",3
I am looking for a college in the west part of town to visit.,4
I think I would like to visit both Churchill and Magdalene Colleges. May I have their telephone numbers please?,4
My friend was there on business last month and said I absolutely had to try a restaurant called The Nirala. Can you tell me about it?,3
"Great, can you book me a table on Sunday at 18:30 for 6 people?",2
How about 17:30 instead?,2
How about 17:30 instead?,4
Great! I am also looking for a place to go on the west side of town. What would you recommend?,4
"That sounds interesting, what type of attraction is it?",4
Let's go with the whale of a time building. What;s the address and entrance fee?,4
please book it for me,4
Oh ok. Can I get a taxi from Whale of a Time to the Nirala. I want to get to the restaurant by 17:30.,4
Oh ok. Can I get a taxi from Whale of a Time to the Nirala. I want to get to the restaurant by 17:30.,2
Hi! Do you know anything about a restaurant called clowns cafe?,3
"Yes, please! For 1 at 11:00 on friday. Please include the reference number",2
Thanks! I also need a train to birmingham new street that leaves after 12:45.,4
Cambridge on saturday.,4
"Yes, can you book me one ticket please and give me the reference number.",4
I am coming to Cambridge on Wednesday and need to take a train. I would be departing from london liverpool street.,4
train needs to go to cambridge and should leave after 21:15,4
Can you book it for me?,4
I only need one ticket.,4
Thanks! I'm also wondering if there are any entertainment type attractions in the center of town.,4
"How about a college? Can you find one for me and provide me with the phone number, entrance fee, and address. Thank you.",4
Please find me a train to Cambridge. Make sure it leaves after 15:45,4
I'm departing from stansted airport.,4
Yes. Please book tickets for 8.,4
Perfect! I also have one more question. Can you tell me a little about a place called the Yippee Noodle Bar?,3
"Thanks, I would like to book a table for 8 on wednesday, please.",2
"Thanks, I would like to book a table for 8 on wednesday, please.",4
"20:15 on wednesday, thanks.",2
"20:15 on wednesday, thanks.",4
"What attractions do you have in town, preferably near the centre?",4
Can you recommend a college in the centre and tell me the entrance fee?,4
Which is your favorite? And what is its entrance fee?,4
I would like to book a taxi departing from Hotel du Vin and Bistro leaving after 22:30.,4
It will need to take me to sitar tandoori,4
Can you tell me what trains will be leaving from Cambridge on Wednesday?,4
I want a train to birmingham new street that leaves after 16:30.,4
"That would work! Could you tell me the Train ID, Arrival Time, and Price?",4
I would like the reference number for the train and am also seeking a cheap restaurant that serves North African food.,3
I would like the reference number for the train and am also seeking a cheap restaurant that serves North African food.,4
How about an Indian restaurant instead?,3
"The area doesn't matter much, just pick one for me. I will need all of the information for what you choose though.",3
"Yes please book it and I still need the reference number for both, the train and restaurant.",3
"Yes please book it and I still need the reference number for both, the train and restaurant.",4
Just 1 for the train please,4
"Hello, can you recommend a 0 star place to stay?",1
Don't care. Looking for a hotel that includes free parking and should be cheaply priced.,1
Don't care. Looking for a hotel that includes free parking and should be cheaply priced.,4
"Yes please, I would like to hear about them both.",1
"I like the sound of El Shaddai, could you give me the address for that one?",1
Not at this time. I am also looking for a train that arrives in Cambridge by 08:15,4
I will depart from broxbourne.,4
I will be traveling on tuesday.,4
Could you give me the train ID and price for the one that arrives closest to 08:15?,4
I'm looking for some food in Cambridge today.,3
"Yes, the restaurant needs to be town centre, moderately priced.",3
"Yes, the restaurant needs to be town centre, moderately priced.",4
I'm not picky. Which do you recommend?,3
No thank you. Could I get the phone number and postcode please?,3
Thanks again. I wonder if there are any entertainment attractions nearby. Can you suggest something?,4
"In the town centre, the same area that I booked the restaurant for.",3
"In the town centre, the same area that I booked the restaurant for.",4
Can you search for a college?,4
Can I please get their phone number and entrance fee?,4
Would you be able to get me a taxi from Cotto to Christ's College? I need to leave Cotto by 17:45.,4
Would you be able to get me a taxi from Cotto to Christ's College? I need to leave Cotto by 17:45.,4
I'm looking for a train leaving Cambridge traveling to Kings Lynn.,4
I will be traveling on Wednesday and it needs to leave after 15:15 if possible.,4
"Yes, that would be great. Can you book that for me for 5 people and be sure and give me the reference number?",4
I also need a place to a place to stay in the moderate price range with free wifi.,1
"It doesn't really matter, but I'd like it to have a 4-star rating, please.",1
Please pick one that has free parking.,1
Yes this is perferect please book it for me.,1
"No, I've changed my mind and will book it online later in the week. That's all I need. Have a great day.",1
I am looking for a restaurant called the cote.,3
"What type of food do they serve, please?",3
I need the phone number and postcode for Cote and I am looking for an attraction called Clare Hall.,3
I need the phone number and postcode for Cote and I am looking for an attraction called Clare Hall.,4
"No thank you, not at this time. Can you tell me where Clare Hall is located?",4
"No thank you, what area is Clare hall in?",4
"I also need the postcode, please.",4
"Hi, I'm visiting soon and head about a place called Cambridge Artworks. What can you tell me about it?",4
That is exactly what I was looking for.,4
I need a play to stay in the east.,1
"Yes, it should be in the cheap price range and I don't require internet.",1
Is this located in the east? And I change my mind on internet. I would like one with wifi if possibe?,1
"I'm sorry, I need a cheap hotel not guesthouse. It should be in the east, and I don't need internet.",1
"A guesthouse will be ok as long as it is cheap and has free wifi, if you can book me one in the east are for 4 nights please.",1
just one person will be staying,1
4 nights starting from wednesday please,1
Sure. Book Allenbell. I need the reference number as well.,0
Could you try 2 nights please?,0
This is horrible. Can you cancel that please? I need a hotel.,0
Let's start over.This is what I need: a cheap place with wifi on the east side. Book it for 4 nights for 1 person from Wednesday.,0
Would you please try for just 2 nights then?,0
"No, can you list all the hotels are on the east side that aren't expensive?",0
